item_id,location_type,is_discounted,category,is_returnable,stock_level,brand,url,sku,name,description,price,currency,scraped_at,subcategory,gender,RFID_Tag,actual_stock,inaccuracy_rate,will_stockout
203351,Aisle,Yes,Clothing,No,2581,Zara,https://www.zara.com/us/en/flat-suede-clogs--buckled-back-strap--rounded-toe---br---br--sole-height--1-inch--2-5-cm--p13506310.html,000008278-902-8,WRINKLED JACQUARD JACKET LIMITED EDITION,"Knee high heeled boots in soft leather. Wide shaft. 

Heel height: 3.1 inches (8 cm)",59.9,USD,9:10:51 a.m.,bags,Woman,NO,2569,0.116640747,NO
195433,End-cap,No,Clothing,No,2590,Zara,https://www.zara.com/us/en/slim-cropped-jeans-p08062375.html,000000360-720-8,HIGH HEEL VINYL SANDALS,"HIGH WAIST - SLIM MOM LEG - ANKLE-GRAZER - COMFORT

Five pocket jeans with a high waist. Washed effect. Front zip and metal button closure.",47.9,USD,9:00:33 a.m.,t-shirts,Man,YES,2577,0.077549438,NO
200506,Front of Store,No,Clothing,Yes,1152,Zara,https://www.zara.com/us/en/text-print-layered-t-shirt-p01131304.html,000005433-905-3,KNIT SWEATER WITH VEST,"ZARA WOMAN COLLECTION

Jacket with narrow lapel collar and buttonhole detail. Long sleeves with shoulder pads and buttons. Front flap pockets and chest welt pocket. Contrasting interior lining. Back slit. Front button closure.

The classic suit jacket adopts a contemporary character with a boxy silhouette and a narrower neckline with three buttons. Its narrow lapel and rounded front hem design create a clean effect and pay special attention to the garment’s finish. 

Matching pants available.",9.99,USD,9:10:47 a.m.,jackets,Woman,YES,1138,0.264317181,YES
204230,Front of Store,Yes,Clothing,Yes,1909,Zara,https://www.zara.com/us/en/tailored-striped-shirt-p02332562.html,000009157-662-2,SEQUIN ALPACA BLEND KNIT SKIRT,"Pants with a high waist, front darts, and back elastic waist. Front pockets and back false welt pockets. Wide leg. Front zip, inner button, and rope closure.",99.9,USD,8:51:04 a.m.,linen,Woman,NO,1898,0.052659294,YES
200162,Aisle,Yes,Clothing,No,2673,Zara,https://www.zara.com/us/en/bandeau-top-p04174310.html,000005089-061-4,FLARED FIT CARGO JEANS,"High heel slingbacks with shiny mesh fabric. 

Heel height: 3.9 inches (10 cm)",17.9,USD,9:10:33 a.m.,shorts,Man,YES,2660,0.1126549,NO
204180,End-cap,Yes,Clothing,Yes,1658,Zara,https://www.zara.com/us/en/long-sleeve-modal-bodysuit-p04174816.html,000009107-946-6,STRAPPY HEELED SHOES,"Tote bag. Rigid construction. Main compartment with hidden magnetic closure. Interior zip pocket. Two handles and adjustable and removable shoulder strap.

Height x Length x Width: 16.5 x 14.2 x 3.5 inches (42 x 36 x 9 cm)",22.9,USD,8:50:59 a.m.,sweatshirts,Woman,NO,1647,0.182481752,YES
202284,Front of Store,No,Clothing,No,2986,Zara,https://www.zara.com/us/en/floral-print-satin-shirt-p02342114.html,000007211-899-8,CONTRASTING PATCHES HOODED JACKET,Lace-up boots. Contrasting topstitching around the upper. Lacing with seven pairs of eyelets. Back pull tab for ease. Rounded shape. Welt with topstitching around upper. Contrasting chunky sole. Lug sole.,489,USD,9:10:35 a.m.,coats,Man,YES,2971,0.101078167,YES
197974,End-cap,Yes,Clothing,Yes,1077,Zara,https://www.zara.com/us/en/semi-sheer-lace-trim-shirt-p02298076.html,000002901-783-3,HEELED FABRIC BOOTS,"Puffer vest made of technical fabric. Fill is a blend of 90% down and 10% feathers. Sleeveless design with high collar. Front zip pockets. Side elastic hems. Front zip closure.

Zara Athleticz.",9.99,USD,9:10:40 a.m.,sweaters,Woman,YES,1065,0.377002828,NO
202110,End-cap,No,Clothing,No,1971,Zara,https://www.zara.com/us/en/semi-sheer-lace-trim-shirt-p02298076.html,000007037-378-6,V-NECK KNIT SWEATER,Pants with a high waist with adjustable elastic drawstring waistband. Front pockets and back patch pockets. Contrasting piping detail. Straight leg.,159,USD,8:50:50 a.m.,pants,Man,YES,1961,0,YES
203305,Front of Store,Yes,Clothing,No,1805,Zara,https://www.zara.com/us/en/lyocell-blend-shorts-p00775109.html,000008232-741-2,MULTIPIECE LACE-UP BOOTS - LIMITED EDITION,"Pants with a high waist and pronounced front seam. Front zip, interior button and hook closure.",29.99,USD,9:00:32 a.m.,sweaters,Woman,NO,1793,0.167037862,NO
203617,Aisle,Yes,Clothing,No,1857,Zara,https://www.zara.com/us/en/manteco-wool-coat-zw-collection-p02109775.html,000008544-316-6,JEWEL SOFT T-SHIRT,T-shirt made with satin effect fabric. Round neck and short sleeves.,699,USD,8:50:52 a.m.,shorts,Woman,NO,1844,0.162954916,NO
204622,Aisle,No,Clothing,Yes,1220,Zara,https://www.zara.com/us/en/contrasting-piping-crop-knit-sweater-p02756018.html,000009549-975-9,SHINY SEMI-SHEER TOP,"ZW WOMAN COLLECTION

Bomber jacket with round neck with detachable quilted hood. Detachable long sleeves with dropped shoulders and quilted elastic cuffs. Side pockets. Adjustable hem with drawcord and toggles. Front metal zip closure.

An elevated version of the classic bomber jacket that dispenses with the elastic hem to create a clean silhouette. The detachable hooded collar, the front horizontal topstitching, and the elastic cord at the hem with a toggle are highlighted in this garment of refined design with a high-low hem.",19.9,USD,8:51:05 a.m.,t-shirts,Woman,NO,1209,0.415282392,YES
197866,Aisle,No,Clothing,Yes,2767,Zara,https://www.zara.com/us/en/jogger-waist-corduroy-pants-p05520480.html,000002793-040-3,WOOL BLEND BERMUDA SHORTS ZW COLLECTION,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,229,USD,8:50:16 a.m.,linen,Man,YES,2756,0.144927536,NO
198160,Aisle,No,Clothing,No,2073,Zara,https://www.zara.com/us/en/straight-fit-pants-p04127175.html,000003087-923-4,RUBBERIZED MINI CROSSBODY BAG,Long coat made of 100% leather. Notched lapel collar and long sleeves. Side hidden in-seam pockets. Adjustable tied self belt. Contrast viscose interior lining. Front hidden button closure.,45.99,USD,8:54:46 a.m.,puffers,Woman,YES,2059,0.19389239,YES
203504,Front of Store,Yes,Clothing,Yes,2942,Zara,https://www.zara.com/us/en/fine-knit-crop-vest-p09598030.html,000008431-087-5,VEST DRESS WITH BOX PLEAT SKIRT,"Mini city bag with interior divided into two compartments. Interior pocket with zip closure. Rolled handles and adjustable, removeable crossbody strap. Magnetic closure. 

Height x Length x Width: 7.3 x 8.7 x 4.1 inches (18.5 x 22 x 10.5 cm)",239,USD,8:54:39 a.m.,pants,Woman,NO,2931,0,YES
196650,Aisle,No,Clothing,No,2750,Zara,https://www.zara.com/us/en/buckled-flat-mesh-sandals-p13603310.html,000001577-471-3,EMBROIDERED QUARTER ZIP SWEATSHIRT,"Swimming trunks made in technical fabric with velvet finish. Adjustable elastic drawstring waistband. Side pockets and back patch pocket. Interior lining.

Inseam: 7.9 inches (20 cm)
Outseam: 17.7 inches (45 cm)",15.9,USD,9:10:35 a.m.,hoodies,Man,YES,2736,0.146412884,NO
196841,Front of Store,No,Clothing,No,722,Zara,https://www.zara.com/us/en/strap-sandals-p12765320.html,000001768-617-2,LEATHER PENNY LOAFERS - LIMITED EDITION,V-neck top with long balloon sleeves with cuffs. Metallic thread detail. Side hidden in-seam zip closure.,35.9,USD,8:50:09 a.m.,t-shirts,Man,YES,707,0.712250712,YES
200213,End-cap,No,Clothing,Yes,2865,Zara,https://www.zara.com/us/en/long-ribbed-knit-dress-p06216101.html,000005140-454-9,STRAPPY KNIT TOP,Pants made of brushed ribbed fabric. High elastic waist.,22.9,USD,8:50:17 a.m.,coats,Man,YES,2855,0.105189341,YES
201511,Front of Store,Yes,Clothing,Yes,680,Zara,https://www.zara.com/us/en/zw-high-waist-cropped-bootcut-jeans-p06840054.html,000006438-636-8,TRF LOW WAIST CARGO JEANS,Pants with a high waist made of technical fabric. Fabric detail at waist and pronounced front seam detail. Flared legs. Front zip closure.,279,USD,8:50:26 a.m.,jeans,Woman,YES,667,0.298953662,YES
199699,Aisle,Yes,Clothing,No,1267,Zara,https://www.zara.com/us/en/low-rise-straight-leg-pants-p01478229.html,000004626-978-6,CUFFED STRAIGHT LEG PANTS,"Rigid crossbody bag. Textured rubberized finish. Main compartment with heat-sealed zip closure and interior mesh pocket. Adjustable and removable shoulder strap.

Height x Length x Width: 4.3 x 6.7 x 2.4 inches (11 x 17 x 6 cm)",5.99,USD,8:50:35 a.m.,skirts,Woman,YES,1253,0.320256205,YES
203144,Aisle,No,Clothing,Yes,2745,Zara,https://www.zara.com/us/en/draped-t-shirt-p03431154.html,000008071-605-4,KNIT RUNNING SNEAKERS,"LIMITLESS CONTOUR COLLECTION

Round neck top with very short sleeves. Front ruching detail.",2.99,USD,9:00:49 a.m.,overshirts,Woman,NO,2735,0.109809663,YES
198104,Front of Store,No,Clothing,Yes,2044,Zara,https://www.zara.com/us/en/knit-macrame-cardigan-p01957018.html,000003031-770-6,CABLE KNIT METALLIC SWEATER,Round neck long sleeve sweater. Embossed metal buttons at shoulders. Tonal rib trim.,22.9,USD,8:50:08 a.m.,hoodies,Man,YES,2033,0.049212598,NO
197326,End-cap,Yes,Clothing,Yes,1476,Zara,https://www.zara.com/us/en/dress-derby-shoes-p12437320.html,000002253-992-4,SUEDE SHOULDER BAG,Top made of 100% leather. Boat neck and short sleeves. Side ruched detail. Asymmetric hem. Side hidden in-seam zip closure.,29.9,USD,8:50:59 a.m.,overshirts,Man,YES,1465,0.068212824,YES
198874,Front of Store,Yes,Clothing,No,1992,Zara,https://www.zara.com/us/en/elastic-waist-wide-leg-pants-p08372039.html,000003801-797-7,THIN STRAP BRA,Relaxed fit pants. Front pockets and back patch pockets. Multifunction patch pocket appliqués at legs. Washed effect. Front zip and button closure.,79.9,USD,8:50:09 a.m.,shorts,Woman,YES,1982,0.202224469,YES
204941,Aisle,No,Clothing,No,1636,Zara,https://www.zara.com/us/en/soft-rib-hoodie-sweatshirt-p05584160.html,000009868-580-6,POPLIN MIDI SKIRT,V-neck sweater with long sleeves. Rib trim.,489,USD,8:51:32 a.m.,knitwear,Man,NO,1625,0.184956843,YES
204981,End-cap,No,Clothing,No,2948,Zara,https://www.zara.com/us/en/long-sleeved-ribbed-crop-shirt-p04174316.html,000009908-430-4,CLASSIC BELTED TRENCH,Monochromatic quilted boots. Back pull tab for ease. Rubberized piece at toe and back. Welt around upper. Slightly chunky lug soles.,12.9,USD,9:00:52 a.m.,shorts,Woman,NO,2933,0.068236097,NO
199231,Front of Store,Yes,Clothing,No,2233,Zara,https://www.zara.com/us/en/vest-dress-with-box-pleat-skirt-p00264306.html,000004158-791-7,BOUCLE DRESS,Woven V-neckline long sleeve sweater. Asymmetric hem.,9.99,USD,8:50:11 a.m.,puffers,Man,YES,2218,0.180018002,NO
195859,Front of Store,No,Clothing,Yes,1973,Zara,https://www.zara.com/us/en/metallic-stretch-knit-mini-dress-p05584152.html,000000786-854-5,BOXY FIT OVERSHIRT,"ZARA WOMAN COLLECTION

Midi skirt with a high waist made of a wool blend. Back slit at hem. Hidden in-seam zip closure.",79.99,USD,8:51:36 a.m.,hoodies,Woman,YES,1963,0.101988781,NO
197729,End-cap,Yes,Clothing,No,1029,Zara,https://www.zara.com/us/en/studded-crossbody-wallet-bag-p16045111.html,000002656-725-1,KNIT CARDIGAN WITH SHORT SLEEVES,Oversize shirt made of trench coat fabric. Lapel collar and long cuffed sleeves. Front patch pocket. Front button closure.,239,USD,8:50:46 a.m.,dresses,Woman,YES,1015,0.296442688,NO
203886,End-cap,Yes,Clothing,No,2041,Zara,https://www.zara.com/us/en/water-and-wind-protection-parka-p01255769.html,000008813-414-4,BELTED LEATHER DRESS LIMITED EDITION,Bomber with tonal ribbed elastic round neck. Long sleeves with pleated cuff and dropped shoulder. Adjustable elastic drawcord hem with toggles. Front welt pockets. Front metal zip closure.,489,USD,9:10:47 a.m.,bags,Woman,NO,2027,0.246062992,YES
200335,Aisle,Yes,Clothing,No,1203,Zara,https://www.zara.com/us/en/monochromatic-sandals-p12770220.html,000005262-506-6,BLOCK HEEL LEATHER SANDALS,"ZARA WOMAN COLLECTION

Cropped biker jacket made of faux leather fabric with tonal faux shearling interior. Wide lapel collar and long sleeves. Front pockets with metal zippers. Adjustable hem with self belt and metal buckle. Front metal zip closure.",22.99,USD,9:00:29 a.m.,blazers,Man,YES,1193,0.420875421,YES
196263,End-cap,Yes,Clothing,Yes,2155,Zara,https://www.zara.com/us/en/light-rib-top-p04174638.html,000001190-163-4,METALLIC THREAD KINIT SWEATER,Regular fit pants made of cotton and linen blend fabric. Front and back pockets. Front zip and button closure.,27.99,USD,8:56:28 a.m.,bodysuits,Man,YES,2141,0,NO
195966,Front of Store,Yes,Clothing,No,1031,Zara,https://www.zara.com/us/en/heels-with-ankle-strap-p11233210.html,000000893-072-2,SHORT DRESS WITH RUCHING,Oversized jacket with lapel collar and long sleeves. Front metal zip pockets. Epaulettes. Self belt with buckle. Front metal zip closure.,22.99,USD,8:51:18 a.m.,overshirts,Woman,YES,1017,0.295857988,NO
196840,End-cap,No,Clothing,No,2153,Zara,https://www.zara.com/us/en/-p02629623.html,000001767-326-8,CROPPED SHIRT COLLAR JACKET,"Flat Mary Jane style shoes with faux patent leather. V-neck. Squared toe. Buckled strap at instep. 

Sole height: 0.4 inches (1 cm)",19.99,USD,8:50:29 a.m.,dresses,Woman,YES,2138,0.140515222,NO
196128,End-cap,No,Clothing,Yes,2990,Zara,https://www.zara.com/us/en/cargo-mini-skirt-p06045042.html,000001055-099-6,COTTON POCKET PARKA,"Heeled sandals. Animal print upper. Thin front straps. Buckled ankle strap closure. Thin heel.

Heel height: 3.1 inches (8 cm)",69.9,USD,8:50:34 a.m.,sweatshirts,Woman,YES,2976,0.100908174,YES
202213,End-cap,No,Clothing,No,1270,Zara,https://www.zara.com/us/en/basic-knit-sweater-p02142202.html,000007140-424-8,POLYAMIDE BLEND METALLIC THREAD BODYSUIT,Running shoes. Upper in a combination of pieces and finishes. Front zip closure. Back pull tab for ease. Chunky soles with irregular design.,1.99,USD,9:00:34 a.m.,sweatshirts,Woman,YES,1258,0,NO
196341,Front of Store,Yes,Clothing,No,1026,Zara,https://www.zara.com/us/en/combination-print-t-shirt-p01259401.html,000001268-996-6,LEATHER FLAP WALLET,Straight fit blazer. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Central back vent at hem. Front button closure.,299,USD,8:51:37 a.m.,bodysuits,Man,YES,1013,0.098814229,YES
198847,Front of Store,No,Clothing,No,2123,Zara,https://www.zara.com/us/en/satin-effect-cargo-pants-p02546855.html,000003774-430-4,GATHERED SLIP DRESS,Cotton T-shirt with round neck and short sleeves. Contrasting text and print.,149,USD,9:10:45 a.m.,cardigans,Woman,YES,2112,0.094607379,NO
199013,Front of Store,No,Clothing,No,1862,Zara,https://www.zara.com/us/en/block-heel-leather-sandals-p11308310.html,000003940-295-2,TEXTURED SNEAKERS,Regular fit T-shirt made of cotton fabric. Round neck and long sleeves.,8.9,USD,8:51:06 a.m.,shoes,Man,YES,1850,0.162425555,YES
197774,Aisle,No,Clothing,Yes,2205,Zara,https://www.zara.com/us/en/satin-effect-lace-camisole-p07521022.html,000002701-063-2,NAPPA LEATHER MINI CROSSBODY BAG,"Card wallet. Smooth exterior. Features one bill compartment, three card slots, and a coin pocket with clip closure.

Height x Length x Width: 3.5 x 4.3 x 0.6 inches (9 x 11 x 1.5 cm)",15.9,USD,8:54:42 a.m.,jeans,Man,YES,2191,0.182898948,YES
202737,Front of Store,Yes,Clothing,No,2890,Zara,https://www.zara.com/us/en/velvet-pants-limited-edition-p04067006.html,000007664-757-2,CROP POPLIN SHIRT,Sleeveless high collar mini dress. Faux pearl appliqué. Soft feel fabric.,47.9,USD,8:51:03 a.m.,linen,Man,YES,2875,0.174216028,NO
201592,End-cap,No,Clothing,Yes,2069,Zara,https://www.zara.com/us/en/crop-100-wool-cardigan-p02142243.html,000006519-153-4,LINGERIE STYLE PRINT DRESS,Midi skirt with a high waist with back hidden in-seam zipper. A-line silhouette.,15.99,USD,9:00:34 a.m.,linen,Woman,YES,2059,0.19389239,YES
198591,Front of Store,Yes,Clothing,Yes,2567,Zara,https://www.zara.com/us/en/fabric-kitten-heel-slingbacks-p11823310.html,000003518-138-5,TEXTURED TANK TOP,"Multi-pocket backpack. Main compartment with zipper and two clip closures. Interior pocket for electronic devices up to 13 inches, and a smaller one with zipper closure. Two front pockets with zip closure. Two adjustable straps at sides to change the size. Features a handle and two adjustable shoulder straps. Quilted back piece to provide comfort during use.

Height x Length x Width: 16.9 x 11.8 x 4.7 inches (43 x 30 x 12 cm)",499,USD,9:10:37 a.m.,t-shirts,Man,YES,2553,0.117370892,NO
204462,Front of Store,No,Clothing,Yes,2375,Zara,https://www.zara.com/us/en/moc-toe-suede-boots-p12015320.html,000009389-674-2,WIDE LEG HIGH WAIST Z1975 JOGGER JEANS,Baggy fit jeans made of washed effect denim with a velvet finish. Five pockets. Front zip and button closure.,99.9,USD,8:54:38 a.m.,pants,Man,NO,2360,0.169779287,YES
196049,End-cap,No,Clothing,Yes,2777,Zara,https://www.zara.com/us/en/mini-crossbody-flap-bag-p16502310.html,000000976-408-3,TEXTURED POLO,Slim fit pants made of viscose blend fabric. Front pockets and back welt pockets. Front zip and button closure.,25.9,USD,8:50:20 a.m.,skirts,Man,YES,2764,0.144927536,NO
198987,End-cap,No,Clothing,No,1656,Zara,https://www.zara.com/us/en/soft-bomber-jacket-p03046272.html,000003914-294-7,SNOW BOOTS,Blazer style vest made of wool blend fabric. Notched lapel collar. Sleeveless. Flap pockets at hip and interior pocket. Central vent at back hem. Front button closure.,35.99,USD,9:10:44 a.m.,jeans,Man,YES,1642,0.121654501,NO
195157,Front of Store,Yes,Clothing,Yes,722,Zara,https://www.zara.com/us/en/contrasting-water-resistant-and-water-repellent-quilted-boots-ski-collection-p12055310.html,000000084-483-1,LEATHER CRISSCROSS CAGE SANDALS,Leather ankle boots with suede finish. Lacing with six pairs of eyelets. Features back pull tab for ease. Welt around upper. Slightly chunky lug soles.,39.99,USD,8:51:39 a.m.,overshirts,Man,YES,712,0.707213579,NO
198860,End-cap,Yes,Clothing,Yes,2754,Zara,https://www.zara.com/us/en/deconstructed-trf-wide-leg-jeans-with-a-mid-waist-p06688002.html,000003787-267-1,PLEATED SATIN EFFECT SKIRT,Skinny fit jeans. Five pockets. Washed effect with rips at legs. Front button closure.,159,USD,8:50:09 a.m.,tracksuits,Man,YES,2739,0.182882224,YES
200688,Front of Store,Yes,Clothing,No,1955,Zara,https://www.zara.com/us/en/soft-bomber-jacket-p03046272.html,000005615-439-3,WOOL BIAS SKIRT ZW COLLECTION,Coat with lapel collar and long sleeves. Front welt pockets. Front double breasted button closure.,25.9,USD,8:50:10 a.m.,shoes,Man,YES,1940,0.102986612,NO
196740,End-cap,No,Clothing,No,2850,Zara,https://www.zara.com/us/en/polyamide-text-t-shirt-p00085005.html,000001667-358-7,MENSWEAR STYLE STRAIGHT LEG PANTS,"SLIM FIT - ROUND NECK - CROPPED - LONG SLEEVE

T-shirt made of a cotton and modal blend with round neck and long sleeves.",59.9,USD,8:56:33 a.m.,overshirts,Woman,YES,2835,0.140894681,NO
204092,End-cap,No,Clothing,No,2281,Zara,https://www.zara.com/us/en/square-textured-sweater-p05755345.html,000009019-691-5,LINEN - COTTON PANTS,Pants with a high waist with adjustable elastic drawstring waistband. Front pockets and back patch pockets. Contrasting piping detail. Straight leg.,109,USD,8:50:38 a.m.,jeans,Woman,NO,2268,0.132450331,NO
200947,End-cap,Yes,Clothing,No,1782,Zara,https://www.zara.com/us/en/chunky-block-sole-sneakers-p12239320.html,000005874-791-5,COTTON AND MODAL CROP TOP,"ZARA WOMAN COLLECTION

Midi skirt with a high waist made of a 10% wool blend. Front pockets. Back slit hem. Side hidden in-seam zip closure.",29.9,USD,8:51:17 a.m.,t-shirts,Woman,YES,1768,0.22675737,YES
198836,Front of Store,No,Clothing,Yes,2076,Zara,https://www.zara.com/us/en/lyocell-shirt-p05072402.html,000003763-210-1,SILK SATIN EFFECT BRA,"T-shirt made of lightweight, technical stretch fabric. 

- Round neck and short sleeves. 
- Flatlock seams offer higher resistance and ease of movement.
- Printed logo detail.",45.99,USD,9:00:50 a.m.,shorts,Woman,YES,2063,0.0968523,YES
201360,End-cap,No,Clothing,No,2238,Zara,https://www.zara.com/us/en/buttoned-mini-skirt-zw-collection-p02078060.html,000006287-057-1,WASHED JOGGER SHORTS,Soft feel sweatshirt. Round neck and long sleeves.,10.9,USD,9:10:33 a.m.,skirts,Woman,YES,2227,0.04492363,YES
202949,End-cap,No,Clothing,No,685,Zara,https://www.zara.com/us/en/cotton-chino-pants-p06786320.html,000007876-843-6,STAR BOX CLUTCH,Loafers. Made of leather. Smooth exterior. Ornamental saddle detail at instep and ruching at toe. Rounded shape. Welt around upper. Slightly chunky lug soles.,5.99,USD,9:10:42 a.m.,pants,Woman,YES,674,0.747384155,NO
201481,Aisle,No,Clothing,No,2822,Zara,https://www.zara.com/us/en/vintage-effect-rib-pants-p02888414.html,000006408-735-6,LUG SOLE HEELED BOOTS,"Leggings made of high stretch technical fabric, adapting perfectly with movement.

- Elastic waistband.
- Anti-abrasion flatlock seams.
- Printed logo detail.

Zara Athleticz.",109,USD,8:51:07 a.m.,t-shirts,Woman,YES,2808,0.106951872,YES
202358,Front of Store,Yes,Clothing,Yes,2079,Zara,https://www.zara.com/us/en/sneakers-p15018310.html,000007285-299-4,FLAT CROSSED-STRAP SANDALS,Pants with a high elastic waist. Straight leg. Metallic thread detail.,79.9,USD,8:51:38 a.m.,sweatshirts,Woman,YES,2066,0.241429261,NO
203890,Aisle,No,Clothing,Yes,1364,Zara,https://www.zara.com/us/en/high-waist-wide-leg-pants-p00779058.html,000008817-772-8,SKINNY FIT JEANS,Socks made of 21% wool fabric. Elastic rib trim.,329,USD,9:10:37 a.m.,coats,Man,NO,1354,0.296296296,YES
196086,End-cap,No,Clothing,Yes,1686,Zara,https://www.zara.com/us/en/rigid-flap-crossbody-bag-p13611320.html,000001013-744-3,SOFT OVERSIZED COAT,Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,27.9,USD,8:51:00 a.m.,pants,Woman,YES,1671,0.119832235,NO
201589,Front of Store,Yes,Clothing,Yes,2636,Zara,https://www.zara.com/us/en/structured-twill-overshirt-p06861430.html,000006516-646-6,QUILTED NYLON HIGH TOPS,"ZARA WOMAN COLLECTION

Tailored coat made with a Manteco wool blend. Notched lapel collar and long sleeves with buttoned slits. Front flap pockets and chest welt pocket. Interior lining. Front button closure.",45.99,USD,8:56:32 a.m.,dresses,Man,YES,2621,0.038138825,NO
204593,End-cap,Yes,Clothing,Yes,2083,Zara,https://www.zara.com/us/en/funnel-neck-sweater-p09598205.html,000009520-918-5,POLYAMIDE CROP TOP,Sporty boat shoes. Made of leather with a suede finish. Welt detail around upper. Lacing with two pairs of eyelets. Welt around upper. Chunky sole.,17.9,USD,9:10:51 a.m.,coats,Woman,NO,2069,0.096758587,NO
195898,End-cap,No,Clothing,Yes,1672,Zara,https://www.zara.com/us/en/-p08281081.html,000000825-364-2,SUEDE JACKET ZW COLLECTION,"LIMITLESS CONTOUR COLLECTION

Round neck long sleeve crop top. Washed effect fabric.",25.99,USD,8:50:35 a.m.,suits,Man,YES,1661,0.120554551,YES
200972,Aisle,Yes,Clothing,Yes,1442,Zara,https://www.zara.com/us/en/wrap-front-top-p02298057.html,000005899-470-3,TRIPLE FOLD LEATHER WALLET,Refining nail base coat. Its formula unifies the tone of the nail and conceals imperfections for a natural finish. Designed to create an ideal base for nail art designs.,99.9,USD,8:51:31 a.m.,t-shirts,Woman,YES,1431,0,NO
202770,End-cap,Yes,Clothing,Yes,727,Zara,https://www.zara.com/us/en/dense-jogger-shorts-p00761439.html,000007697-564-7,Z1975 DENIM SHIRT,Skirt with high elastic waistband. A-line silhouette.,49.9,USD,8:51:01 a.m.,tops,Man,YES,712,0.707213579,YES
197788,End-cap,Yes,Clothing,No,1567,Zara,https://www.zara.com/us/en/interlock-short-sleeve-t-shirt-p05039309.html,000002715-320-5,CONTRASTING DETAIL RUNNING SNEAKERS,Top with asymmetric neckline and one long sleeve. Side ruching detail.,39.99,USD,8:50:39 a.m.,hoodies,Woman,YES,1553,0.320924262,NO
203270,Front of Store,No,Clothing,No,1928,Zara,https://www.zara.com/us/en/mixed-text-t-shirt-p06224411.html,000008197-539-6,DENIM CAP LIMITED EDITION,Long skirt with a high elastic waistband and zig-zag seams.,45.99,USD,9:10:42 a.m.,jackets,Man,NO,1915,0.052192067,YES
203605,End-cap,No,Clothing,No,1251,Zara,https://www.zara.com/us/en/wrap-neck-draped-dress-p07901020.html,000008532-847-4,COTTON AND LINEN TEXTURED PANTS,"Mini bucket bag. Studs around the contour. Shoulder strap. Interior bag with zip closure.

Height x Length x Width: 7.1 x 8.7 x 3.1 inches (18 x 22 x 8 cm)",189,USD,8:51:39 a.m.,jeans,Woman,NO,1240,0.242522231,NO
199968,Aisle,No,Clothing,No,1271,Zara,https://www.zara.com/us/en/cotton---linen-pants-p04432445.html,000004895-222-2,RETRO SNEAKERS,"ZARA WOMAN COLLECTION

Pants with a mid waist made of wool blend fabric. Belt loops. Side pockets. Front pleat detail. Straight leg. Front zip and button closure.",119,USD,8:50:55 a.m.,pants,Woman,YES,1258,0.158730159,NO
204350,End-cap,No,Clothing,Yes,2488,Zara,https://www.zara.com/us/en/metallic-thread-polyamide-blend-top-p08779155.html,000009277-255-4,SEMI-SHEER LACE TRIM SHIRT,Wool blend coat. Lapel collar and long sleeves with button cuffs. Closure with tonal belt.,259,USD,9:00:50 a.m.,tracksuits,Man,NO,2477,0.121261116,NO
196158,End-cap,Yes,Clothing,Yes,669,Zara,https://www.zara.com/us/en/asymmetrical-alpaca-blend-knit-cape-bolero-p05755124.html,000001085-109-4,ABSTRACT PRINT TULLE T-SHIRT,Suede leather boots. Ridged seam detail at upper. Lacing with two pairs of eyelets. Welt around upper. Slightly chunky sole.,12.99,USD,9:00:39 a.m.,bodysuits,Man,YES,658,0.304878049,YES
204965,Aisle,No,Clothing,Yes,2592,Zara,https://www.zara.com/us/en/ripped-straight-fit-jeans-p08062406.html,000009892-570-3,PLEATED EXPOSED SHOULDER DELICATE TOP,"Tights made of high stretch technical fabric, perfectly adapting to movement, with light, stretch fabric shorts overlay. All-purpose training short.

- Elastic waistband with adjustable cord.
- Front zip pockets.
- Back flap pocket.
- Printed logo detail.

Zara Athleticz.",10.9,USD,8:50:42 a.m.,tops,Woman,NO,2580,0.077579519,YES
200601,Front of Store,No,Clothing,Yes,2151,Zara,https://www.zara.com/us/en/diagonal-seams-crepe-midi-skirt-p02236934.html,000005528-579-5,TRF STOVE PIPE JEANS WITH A HIGH WAIST,High-waisted pants with adjustable elastic drawstring waistband. Front pockets. Wide leg.,499,USD,8:50:06 a.m.,coats,Woman,YES,2140,0.234192037,YES
203385,Front of Store,Yes,Clothing,No,2122,Zara,https://www.zara.com/us/en/washed-effect-eyelet-bodysuit-p06050303.html,000008312-532-6,COWL NECK TOP,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,15.99,USD,8:56:27 a.m.,linen,Man,NO,2112,0.094607379,NO
